EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-107.177,13.251,-110.297,18.120,0.174,-68.822,-3.054,1.951,-0.094,0.983,-0.122,0.092,1.892,-0.092,60.000,7830.000,1.000
-109.070,13.595,-112.161,16.638,0.025,-70.233,-3.300,1.709,-0.096,0.983,-0.125,0.153,1.831,-0.275,60.000,7831.000,1.000
-110.330,15.145,-113.373,16.312,0.526,-69.000,-2.871,2.173,-0.096,0.983,-0.124,0.153,1.770,-0.336,60.000,7832.000,1.000
-111.186,17.508,-114.158,17.387,1.434,-65.886,-1.983,3.105,-0.093,0.984,-0.124,0.305,1.892,-0.458,60.000,7833.000,1.000
-112.100,19.658,-114.990,19.639,2.274,-63.200,-1.118,3.999,-0.092,0.986,-0.121,0.244,1.740,-0.427,60.000,7834.000,1.000
-113.453,20.392,-116.275,22.180,2.666,-62.586,-0.697,4.446,-0.093,0.986,-0.122,0.275,1.892,-0.488,60.000,7835.000,1.000
-115.210,18.917,-117.999,23.456,2.643,-62.136,-0.722,4.469,-0.094,0.984,-0.125,0.305,1.801,-0.610,60.000,7836.000,1.000
-117.132,15.398,-119.931,22.192,2.432,-61.494,-0.960,4.301,-0.095,0.984,-0.124,0.366,1.770,-0.488,60.000,7837.000,1.000
-119.052,10.975,-121.894,18.473,2.190,-62.060,-1.227,4.118,-0.095,0.985,-0.122,0.366,1.770,-0.488,60.000,7838.000,1.000
-120.976,7.303,-123.867,13.910,1.939,-65.069,-1.514,3.936,-0.094,0.984,-0.122,0.305,1.770,-0.610,60.000,7839.000,1.000
-122.840,5.744,-125.739,10.652,1.792,-69.800,-1.735,3.818,-0.095,0.984,-0.124,0.275,1.678,-0.610,60.000,7840.000,1.000
-124.459,6.626,-127.298,9.982,1.947,-72.025,-1.685,3.915,-0.096,0.984,-0.124,0.397,1.678,-0.580,60.000,7841.000,1.000
-125.951,9.112,-128.677,11.605,2.243,-70.719,-1.485,4.089,-0.098,0.985,-0.125,0.366,1.587,-0.641,60.000,7842.000,1.000
-127.606,11.580,-130.222,13.889,2.333,-68.359,-1.452,4.063,-0.098,0.985,-0.125,0.305,1.678,-0.641,60.000,7843.000,1.000
-129.569,12.481,-132.119,14.972,2.046,-67.836,-1.745,3.704,-0.099,0.986,-0.127,0.305,1.678,-0.610,60.000,7844.000,1.000
-131.665,11.117,-134.198,13.996,1.565,-69.949,-2.181,3.190,-0.099,0.984,-0.123,0.244,1.526,-0.732,60.000,7845.000,1.000
-133.535,7.742,-136.076,11.394,1.273,-71.354,-2.398,2.894,-0.098,0.984,-0.122,0.244,1.526,-0.641,60.000,7846.000,1.000
-135.102,3.145,-137.662,8.105,1.265,-70.628,-2.344,2.920,-0.098,0.983,-0.125,0.305,1.465,-0.641,60.000,7847.000,1.000
-136.537,-1.690,-139.118,4.723,1.385,-68.477,-2.211,3.125,-0.098,0.983,-0.125,0.366,1.465,-0.641,60.000,7848.000,1.000
-138.045,-5.579,-140.635,1.566,1.436,-65.834,-2.184,3.304,-0.098,0.985,-0.122,0.366,1.465,-0.519,60.000,7849.000,1.000
-139.732,-7.311,-142.304,-0.901,1.314,-63.473,-2.328,3.333,-0.098,0.985,-0.121,0.427,1.343,-0.549,60.000,7850.000,1.000
-141.538,-6.144,-144.071,-2.063,1.078,-60.357,-2.557,3.232,-0.099,0.986,-0.124,0.336,1.312,-0.549,60.000,7851.000,1.000
-143.429,-2.346,-145.924,-1.465,0.769,-57.507,-2.845,2.990,-0.097,0.984,-0.125,0.458,1.282,-0.366,60.000,7852.000,1.000
-145.356,2.508,-147.827,0.795,0.464,-56.014,-3.168,2.640,-0.096,0.985,-0.124,0.488,1.343,-0.427,60.000,7853.000,1.000
-147.262,6.103,-149.715,3.978,0.251,-55.348,-3.478,2.270,-0.096,0.985,-0.124,0.458,1.373,-0.336,60.000,7854.000,1.000
-149.061,6.627,-151.496,6.998,0.210,-55.389,-3.679,2.017,-0.096,0.984,-0.126,0.519,1.373,-0.214,60.000,7855.000,1.000
-150.617,3.789,-153.039,8.977,0.434,-55.878,-3.614,2.053,-0.094,0.985,-0.125,0.488,1.434,-0.122,60.000,7856.000,1.000
-151.940,-1.056,-154.360,9.612,0.868,-58.436,-3.289,2.350,-0.097,0.985,-0.123,0.305,1.373,-0.122,60.000,7857.000,1.000
-153.087,-5.739,-155.522,8.883,1.423,-62.631,-2.789,2.801,-0.097,0.988,-0.124,0.427,1.434,-0.061,60.000,7858.000,1.000
-154.164,-8.257,-156.641,6.982,1.969,-65.107,-2.268,3.266,-0.096,0.987,-0.126,0.458,1.556,0.000,60.000,7859.000,1.000
-155.414,-7.568,-157.967,4.553,2.249,-64.475,-2.007,3.504,-0.094,0.986,-0.125,0.458,1.709,-0.061,60.000,7860.000,1.000
-157.114,-4.015,-159.748,2.538,2.015,-61.972,-2.254,3.286,-0.095,0.986,-0.125,0.458,1.678,0.092,60.000,7861.000,1.000
-159.411,1.003,-162.060,1.770,1.194,-61.976,-3.078,2.528,-0.095,0.986,-0.125,0.458,1.740,0.153,60.000,7862.000,1.000
-161.995,5.717,-164.529,2.579,0.168,-66.289,-4.090,1.582,-0.093,0.984,-0.128,0.397,1.740,0.122,60.000,7863.000,1.000
-164.269,8.647,-166.589,4.550,-0.461,-72.137,-4.683,1.010,-0.094,0.986,-0.127,0.244,1.831,0.122,60.000,7864.000,1.000
-165.862,8.999,-167.987,6.508,-0.386,-76.420,-4.541,1.098,-0.094,0.984,-0.126,0.244,1.862,0.061,60.000,7865.000,1.000
-166.853,6.869,-168.917,7.078,0.243,-77.224,-3.818,1.697,-0.094,0.985,-0.126,0.336,2.014,0.244,60.000,7866.000,1.000
-167.720,3.368,-169.881,5.685,0.920,-76.868,-3.049,2.308,-0.092,0.986,-0.128,0.275,2.136,0.244,60.000,7867.000,1.000
-168.860,0.209,-171.217,2.964,1.263,-78.033,-2.656,2.560,-0.093,0.984,-0.124,0.305,2.228,0.214,60.000,7868.000,1.000
-170.376,-1.052,-172.932,0.326,1.188,-80.688,-2.727,2.399,-0.092,0.987,-0.121,0.275,2.258,0.244,60.000,7869.000,1.000
-172.166,0.233,-174.846,-0.872,0.824,-83.513,-3.114,1.983,-0.092,0.984,-0.122,0.183,2.289,0.244,60.000,7870.000,1.000
-174.049,3.456,-176.744,-0.023,0.395,-83.854,-3.579,1.536,-0.094,0.983,-0.125,0.183,2.411,0.244,60.000,7871.000,1.000
-176.004,7.096,-178.619,2.567,-0.046,-82.348,-4.070,1.083,-0.093,0.986,-0.121,0.244,2.380,0.183,60.000,7872.000,1.000
-178.033,9.451,-180.532,5.936,-0.511,-81.266,-4.603,0.587,-0.091,0.986,-0.123,0.183,2.472,0.092,60.000,7873.000,1.000
-180.097,9.567,-182.506,9.063,-1.000,-81.465,-5.156,0.055,-0.095,0.985,-0.125,0.183,2.625,0.183,60.000,7874.000,1.000
-182.099,7.853,-184.477,11.344,-1.442,-82.668,-5.637,-0.427,-0.095,0.985,-0.122,0.061,2.655,0.153,60.000,7875.000,1.000
-183.773,5.862,-186.180,12.685,-1.586,-82.436,-5.800,-0.606,-0.096,0.982,-0.123,0.031,2.625,0.214,60.000,7876.000,1.000
-184.959,5.251,-187.440,13.407,-1.273,-80.765,-5.503,-0.328,-0.095,0.983,-0.125,0.031,2.625,0.244,60.000,7877.000,1.000
-185.739,6.589,-188.318,13.976,-0.571,-79.837,-4.825,0.325,-0.094,0.984,-0.125,0.183,2.686,0.214,60.000,7878.000,1.000
-186.449,9.186,-189.125,14.667,0.196,-81.644,-4.082,1.020,-0.094,0.986,-0.123,0.153,2.747,0.153,60.000,7879.000,1.000
-187.510,11.697,-190.250,15.318,0.619,-86.695,-3.672,1.350,-0.096,0.986,-0.123,0.214,2.747,0.244,60.000,7880.000,1.000
-189.117,12.910,-191.872,15.540,0.507,-91.462,-3.789,1.141,-0.096,0.986,-0.121,0.061,2.808,0.153,60.000,7881.000,1.000
-191.244,12.524,-193.977,15.275,-0.120,-93.779,-4.423,0.450,-0.097,0.987,-0.123,0.061,2.716,0.153,60.000,7882.000,1.000
-193.557,11.224,-196.271,14.829,-0.938,-94.009,-5.271,-0.378,-0.097,0.985,-0.124,0.092,2.625,0.183,60.000,7883.000,1.000
-195.630,10.016,-198.351,14.495,-1.512,-93.198,-5.915,-0.926,-0.097,0.987,-0.124,0.000,2.563,0.244,60.000,7884.000,1.000
-197.238,9.559,-199.975,14.326,-1.604,-92.263,-6.108,-0.993,-0.095,0.987,-0.122,0.031,2.655,0.244,60.000,7885.000,1.000
-198.355,9.957,-201.083,14.183,-1.178,-89.396,-5.800,-0.576,-0.096,0.987,-0.125,0.061,2.686,0.214,60.000,7886.000,1.000
-199.195,10.811,-201.866,13.862,-0.446,-84.597,-5.186,0.097,-0.096,0.986,-0.124,0.031,2.563,0.336,60.000,7887.000,1.000
-199.995,11.428,-202.583,13.130,0.337,-79.942,-4.511,0.774,-0.096,0.986,-0.123,0.153,2.502,0.336,60.000,7888.000,1.000
-200.921,11.364,-203.454,11.977,0.971,-77.214,-3.970,1.277,-0.097,0.986,-0.123,0.031,2.472,0.336,60.000,7889.000,1.000
-202.098,10.686,-204.645,10.801,1.317,-77.280,-3.714,1.486,-0.095,0.986,-0.125,0.061,2.502,0.305,60.000,7890.000,1.000
-203.555,9.654,-206.180,10.138,1.344,-77.916,-3.785,1.371,-0.095,0.985,-0.125,0.153,2.350,0.305,60.000,7891.000,1.000
-205.355,8.422,-208.081,10.186,0.995,-78.372,-4.234,0.857,-0.097,0.985,-0.118,0.183,2.411,0.397,60.000,7892.000,1.000
-207.494,7.056,-210.284,10.565,0.278,-79.519,-5.019,-0.036,-0.095,0.985,-0.122,0.214,2.441,0.305,60.000,7893.000,1.000
-209.865,5.808,-212.638,10.697,-0.690,-81.535,-5.990,-1.139,-0.096,0.985,-0.123,0.153,2.472,0.336,60.000,7894.000,1.000
-212.289,5.137,-214.978,10.377,-1.724,-84.046,-6.950,-2.202,-0.096,0.985,-0.124,0.214,2.319,0.336,60.000,7895.000,1.000
-214.511,5.485,-217.113,9.930,-2.575,-84.653,-7.653,-2.942,-0.097,0.985,-0.125,0.153,2.228,0.305,60.000,7896.000,1.000
-216.478,7.128,-219.025,9.983,-3.179,-83.244,-8.057,-3.324,-0.097,0.985,-0.127,0.214,2.258,0.275,60.000,7897.000,1.000
-218.326,9.878,-220.847,10.945,-3.630,-81.458,-8.318,-3.529,-0.095,0.986,-0.123,0.336,2.167,0.275,60.000,7898.000,1.000
-220.218,13.063,-222.710,12.691,-4.040,-80.055,-8.628,-3.772,-0.096,0.984,-0.127,0.336,2.136,0.275,60.000,7899.000,1.000
-222.101,16.015,-224.546,14.790,-4.363,-79.178,-8.994,-4.065,-0.095,0.984,-0.127,0.458,2.106,0.214,60.000,7900.000,1.000
-223.622,18.546,-226.021,16.888,-4.316,-76.675,-9.115,-4.123,-0.095,0.983,-0.125,0.488,2.075,0.153,60.000,7901.000,1.000
-224.565,20.852,-226.950,18.738,-3.752,-72.237,-8.782,-3.754,-0.095,0.984,-0.125,0.488,2.075,0.061,60.000,7902.000,1.000
-224.995,22.942,-227.411,19.932,-2.754,-67.136,-8.004,-2.980,-0.095,0.984,-0.126,0.519,2.014,-0.061,60.000,7903.000,1.000
-225.165,24.423,-227.640,20.030,-1.544,-62.065,-6.957,-1.975,-0.097,0.983,-0.124,0.519,2.014,-0.031,60.000,7904.000,1.000
-225.424,24.673,-227.951,18.847,-0.419,-58.246,-5.926,-1.017,-0.095,0.984,-0.123,0.519,1.953,-0.031,60.000,7905.000,1.000
-226.056,23.158,-228.594,16.499,0.374,-55.718,-5.159,-0.355,-0.096,0.983,-0.123,0.519,1.862,-0.092,60.000,7906.000,1.000
-227.268,19.969,-229.764,13.438,0.633,-55.695,-4.868,-0.184,-0.097,0.986,-0.122,0.610,1.892,-0.061,60.000,7907.000,1.000
-228.982,16.014,-231.388,10.432,0.401,-58.943,-5.031,-0.439,-0.097,0.987,-0.125,0.519,1.862,-0.153,60.000,7908.000,1.000
-230.881,12.528,-233.181,8.338,-0.057,-64.050,-5.406,-0.852,-0.095,0.984,-0.124,0.580,1.862,-0.092,60.000,7909.000,1.000
-232.671,10.185,-234.899,7.475,-0.480,-69.512,-5.766,-1.178,-0.097,0.988,-0.122,0.580,1.801,-0.153,60.000,7910.000,1.000
-234.187,8.779,-236.417,7.335,-0.709,-72.719,-5.980,-1.279,-0.096,0.987,-0.123,0.519,1.770,-0.122,60.000,7911.000,1.000
-235.562,7.910,-237.866,7.299,-0.844,-73.630,-6.157,-1.279,-0.097,0.986,-0.124,0.549,1.770,-0.153,60.000,7912.000,1.000
-237.018,7.682,-239.424,7.337,-1.055,-74.163,-6.440,-1.394,-0.098,0.987,-0.124,0.610,1.556,-0.214,60.000,7913.000,1.000
-238.669,8.656,-241.135,7.966,-1.392,-75.362,-6.842,-1.723,-0.098,0.987,-0.124,0.580,1.495,-0.214,60.000,7914.000,1.000
-240.489,11.167,-242.931,9.613,-1.782,-77.521,-7.277,-2.208,-0.099,0.984,-0.124,0.580,1.495,-0.244,60.000,7915.000,1.000
-242.263,14.780,-244.616,12.028,-2.023,-78.375,-7.553,-2.607,-0.098,0.984,-0.123,0.549,1.343,-0.244,60.000,7916.000,1.000
-243.815,18.536,-246.092,14.412,-2.027,-77.731,-7.587,-2.749,-0.096,0.986,-0.126,0.580,1.373,-0.244,60.000,7917.000,1.000
-245.075,21.556,-247.365,15.978,-1.839,-79.095,-7.405,-2.615,-0.097,0.985,-0.123,0.519,1.465,-0.305,60.000,7918.000,1.000
-246.048,23.501,-248.463,16.536,-1.539,-86.790,-7.065,-2.279,-0.097,0.985,-0.126,0.641,1.343,-0.244,60.000,7919.000,1.000
-246.721,24.489,-249.322,16.436,-1.080,-101.017,-6.536,-1.757,-0.095,0.986,-0.124,0.488,1.282,-0.275,60.000,7920.000,1.000
-247.049,24.565,-249.818,15.952,-0.309,-112.873,-5.723,-0.981,-0.097,0.987,-0.124,0.519,1.282,-0.183,60.000,7921.000,1.000
-247.383,23.494,-250.243,15.140,0.525,-114.645,-4.918,-0.235,-0.095,0.985,-0.126,0.580,1.251,-0.061,60.000,7922.000,1.000
-248.400,21.012,-251.261,14.144,0.781,-108.345,-4.758,-0.113,-0.094,0.987,-0.127,0.427,1.282,-0.092,60.000,7923.000,1.000
-250.572,17.377,-253.364,13.452,-0.028,-102.765,-5.688,-1.012,-0.096,0.987,-0.123,0.519,1.251,-0.092,60.000,7924.000,1.000
-253.685,13.556,-256.359,13.669,-1.703,-104.173,-7.462,-2.680,-0.095,0.984,-0.124,0.549,1.282,0.031,60.000,7925.000,1.000
-256.824,10.709,-259.347,14.892,-3.348,-107.521,-9.157,-4.257,-0.096,0.983,-0.125,0.519,1.221,-0.031,60.000,7926.000,1.000
-259.121,9.754,-261.482,16.448,-4.123,-105.087,-9.940,-4.983,-0.096,0.983,-0.127,0.488,1.160,0.031,60.000,7927.000,1.000
-260.169,11.072,-262.386,17.236,-3.668,-95.172,-9.469,-4.535,-0.095,0.984,-0.126,0.488,1.282,0.000,60.000,7928.000,1.000
-260.128,14.161,-262.251,16.373,-2.192,-82.106,-7.971,-3.099,-0.094,0.985,-0.125,0.549,1.251,0.061,60.000,7929.000,1.000
-259.651,17.641,-261.751,13.743,-0.391,-72.401,-6.145,-1.333,-0.094,0.984,-0.123,0.427,1.190,0.031,60.000,7930.000,1.000
-259.431,19.942,-261.559,10.112,1.030,-67.145,-4.672,0.082,-0.092,0.985,-0.123,0.427,1.282,0.061,60.000,7931.000,1.000
-259.942,20.191,-262.117,6.814,1.640,-64.458,-3.966,0.717,-0.094,0.985,-0.128,0.519,1.434,0.092,60.000,7932.000,1.000
-261.236,18.419,-263.456,5.128,1.473,-61.018,-4.021,0.578,-0.094,0.987,-0.128,0.641,1.465,0.092,60.000,7933.000,1.000
-263.043,15.291,-265.300,5.739,0.866,-52.338,-4.575,-0.023,-0.094,0.987,-0.127,0.580,1.434,0.092,60.000,7934.000,1.000
-265.117,11.748,-267.393,8.393,0.079,-38.703,-5.429,-0.808,-0.093,0.987,-0.129,0.610,1.556,0.000,60.000,7935.000,1.000
-267.293,8.649,-269.555,11.847,-0.757,-25.010,-6.446,-1.608,-0.093,0.985,-0.130,0.549,1.587,-0.092,60.000,7936.000,1.000
-269.416,6.487,-271.645,14.330,-1.538,-16.918,-7.453,-2.308,-0.092,0.982,-0.128,0.549,1.587,-0.122,60.000,7937.000,1.000
-271.046,5.086,-273.254,14.162,-1.856,-10.332,-7.948,-2.519,-0.090,0.981,-0.126,0.549,1.617,-0.214,60.000,7938.000,1.000
-271.741,3.854,-273.951,10.482,-1.276,8.957,-7.422,-1.844,-0.089,0.982,-0.125,0.702,1.862,-0.305,60.000,7939.000,1.000
-271.810,2.572,-274.039,3.873,-0.105,44.082,-6.158,-0.638,-0.090,0.982,-0.128,0.732,2.014,-0.427,60.000,7940.000,1.000
-272.162,1.699,-274.412,-3.647,0.750,76.860,-5.114,0.151,-0.090,0.982,-0.129,0.732,2.197,-0.458,60.000,7941.000,1.000
-273.495,1.875,-275.763,-9.375,0.595,82.318,-5.069,-0.160,-0.090,0.982,-0.126,0.702,2.228,-0.549,60.000,7942.000,1.000
-275.695,3.233,-277.969,-11.307,-0.429,53.321,-5.967,-1.395,-0.091,0.985,-0.126,0.702,2.350,-0.458,60.000,7943.000,1.000
-278.114,5.321,-280.364,-9.121,-1.624,5.525,-7.163,-2.813,-0.092,0.984,-0.128,0.763,2.380,-0.336,60.000,7944.000,1.000
-280.189,7.459,-282.376,-4.091,-2.381,-39.165,-8.052,-3.767,-0.090,0.987,-0.128,0.702,2.563,-0.336,60.000,7945.000,1.000
-281.652,8.997,-283.772,1.786,-2.446,-65.335,-8.323,-3.956,-0.092,0.986,-0.129,0.641,2.655,-0.305,60.000,7946.000,1.000
-282.611,9.543,-284.722,6.772,-2.011,-71.241,-8.067,-3.537,-0.092,0.986,-0.130,0.580,2.747,-0.122,60.000,7947.000,1.000
-283.337,9.002,-285.511,9.757,-1.438,-64.977,-7.561,-2.893,-0.094,0.987,-0.131,0.519,2.716,-0.122,60.000,7948.000,1.000
-284.099,7.503,-286.359,10.128,-1.033,-55.982,-7.093,-2.378,-0.094,0.987,-0.130,0.488,2.808,-0.153,60.000,7949.000,1.000
-285.129,5.269,-287.432,7.707,-0.983,-51.258,-6.907,-2.230,-0.094,0.988,-0.130,0.488,2.869,-0.153,60.000,7950.000,1.000
-286.437,2.563,-288.721,2.925,-1.227,-51.252,-7.022,-2.401,-0.099,0.989,-0.127,0.488,2.930,-0.153,60.000,7951.000,1.000
-287.874,-0.051,-290.117,-2.969,-1.563,-53.763,-7.299,-2.685,-0.102,0.988,-0.128,0.488,2.899,-0.275,60.000,7952.000,1.000
-289.156,-1.719,-291.386,-8.366,-1.690,-56.788,-7.439,-2.774,-0.102,0.988,-0.131,0.366,2.960,-0.366,60.000,7953.000,1.000
-289.990,-1.775,-292.265,-12.070,-1.321,-58.227,-7.110,-2.399,-0.102,0.990,-0.130,0.244,2.777,-0.488,60.000,7954.000,1.000
-290.301,-0.260,-292.668,-13.641,-0.403,-57.705,-6.205,-1.525,-0.107,0.992,-0.127,0.183,2.716,-0.580,60.000,7955.000,1.000
-290.274,1.986,-292.722,-13.277,0.856,-54.388,-4.921,-0.361,-0.107,0.992,-0.124,0.153,2.411,-0.641,60.000,7956.000,1.000
-290.427,3.748,-292.899,-11.519,1.913,-49.432,-3.831,0.580,-0.106,0.990,-0.126,0.031,2.167,-0.671,60.000,7957.000,1.000
-291.261,3.870,-293.703,-9.087,2.241,-45.740,-3.490,0.821,-0.106,0.989,-0.126,-0.031,2.106,-0.641,60.000,7958.000,1.000
-292.870,1.736,-295.273,-6.614,1.732,-44.718,-4.001,0.293,-0.105,0.991,-0.127,-0.153,1.892,-0.763,60.000,7959.000,1.000
-294.932,-2.267,-297.319,-4.424,0.711,-46.714,-5.000,-0.668,-0.105,0.990,-0.127,-0.244,1.831,-0.732,60.000,7960.000,1.000
-296.854,-6.770,-299.256,-2.682,-0.194,-49.043,-5.830,-1.457,-0.105,0.989,-0.124,-0.488,1.709,-0.763,60.000,7961.000,1.000
-298.259,-10.076,-300.695,-1.615,-0.563,-49.914,-6.079,-1.695,-0.105,0.989,-0.126,-0.580,1.556,-0.732,60.000,7962.000,1.000
-299.191,-11.229,-301.661,-1.607,-0.409,-50.117,-5.811,-1.449,-0.104,0.987,-0.124,-0.458,1.465,-0.549,60.000,7963.000,1.000
-299.952,-10.440,-302.445,-2.917,-0.025,-50.380,-5.396,-1.049,-0.103,0.986,-0.125,-0.549,1.434,-0.519,60.000,7964.000,1.000
-300.834,-8.511,-303.343,-5.269,0.290,-51.462,-5.171,-0.801,-0.103,0.982,-0.124,-0.549,1.251,-0.397,60.000,7965.000,1.000
-301.856,-6.181,-304.382,-7.787,0.506,-51.870,-5.136,-0.705,-0.099,0.982,-0.124,-0.610,1.282,-0.305,60.000,7966.000,1.000
-302.953,-3.918,-305.504,-9.363,0.675,-51.167,-5.179,-0.675,-0.099,0.980,-0.125,-0.519,1.251,-0.122,60.000,7967.000,1.000
-304.066,-2.031,-306.647,-9.317,0.824,-50.943,-5.210,-0.646,-0.101,0.980,-0.123,-0.580,1.221,0.031,60.000,7968.000,1.000
-305.112,-0.660,-307.731,-7.694,0.978,-51.998,-5.156,-0.549,-0.101,0.981,-0.124,-0.671,1.160,0.061,60.000,7969.000,1.000
-306.069,0.199,-308.731,-4.973,1.128,-54.648,-5.004,-0.369,-0.101,0.980,-0.125,-0.641,1.190,0.061,60.000,7970.000,1.000
-306.945,0.531,-309.638,-1.724,1.304,-56.512,-4.753,-0.103,-0.101,0.979,-0.123,-0.519,1.251,0.092,60.000,7971.000,1.000
-307.878,0.405,-310.552,1.550,1.447,-56.263,-4.518,0.135,-0.099,0.981,-0.124,-0.397,1.282,0.122,60.000,7972.000,1.000
-308.992,0.121,-311.575,4.338,1.485,-55.305,-4.413,0.238,-0.097,0.982,-0.124,-0.427,1.282,0.183,60.000,7973.000,1.000
-310.261,0.132,-312.702,6.138,1.435,-54.839,-4.431,0.224,-0.095,0.982,-0.124,-0.336,1.251,0.153,60.000,7974.000,1.000
-311.619,0.758,-313.921,6.537,1.319,-55.826,-4.540,0.116,-0.095,0.983,-0.125,-0.305,1.434,0.244,60.000,7975.000,1.000
-312.972,1.905,-315.177,5.188,1.175,-56.630,-4.687,-0.052,-0.095,0.981,-0.124,-0.305,1.495,0.244,60.000,7976.000,1.000
-314.336,3.274,-316.477,2.105,0.966,-56.400,-4.904,-0.329,-0.094,0.983,-0.122,-0.153,1.617,0.183,60.000,7977.000,1.000
-315.768,4.784,-317.849,-1.908,0.648,-56.415,-5.243,-0.758,-0.095,0.984,-0.122,-0.214,1.709,0.122,60.000,7978.000,1.000
-317.315,6.692,-319.337,-5.342,0.206,-57.229,-5.728,-1.340,-0.095,0.984,-0.121,-0.092,1.862,0.214,60.000,7979.000,1.000
-319.044,9.179,-321.029,-6.732,-0.405,-58.948,-6.415,-2.089,-0.096,0.983,-0.121,-0.092,1.862,0.214,60.000,7980.000,1.000
-320.805,11.956,-322.797,-5.361,-1.041,-59.061,-7.157,-2.822,-0.095,0.984,-0.122,-0.092,1.984,0.092,60.000,7981.000,1.000
-322.266,14.648,-324.303,-1.173,-1.390,-56.129,-7.616,-3.197,-0.095,0.985,-0.122,-0.122,2.167,0.183,60.000,7982.000,1.000
-323.041,17.190,-325.130,5.410,-1.075,-51.257,-7.368,-2.839,-0.094,0.984,-0.118,-0.031,2.197,0.183,60.000,7983.000,1.000
-322.939,19.551,-325.056,13.149,0.118,-45.121,-6.181,-1.578,-0.095,0.983,-0.122,0.031,2.228,0.183,60.000,7984.000,1.000
-322.245,21.377,-324.366,20.019,1.913,-39.218,-4.352,0.267,-0.096,0.983,-0.124,0.031,2.289,0.153,60.000,7985.000,1.000
-321.565,22.092,-323.675,24.158,3.694,-34.175,-2.535,2.066,-0.095,0.983,-0.123,0.031,2.411,0.153,60.000,7986.000,1.000
-321.574,21.223,-323.669,24.820,4.777,-31.316,-1.440,3.160,-0.098,0.983,-0.119,0.000,2.472,0.275,60.000,7987.000,1.000
-322.596,18.542,-324.684,22.378,4.843,-31.566,-1.395,3.253,-0.096,0.984,-0.121,0.000,2.472,0.336,60.000,7988.000,1.000
-324.407,14.330,-326.510,17.935,4.115,-32.304,-2.171,2.573,-0.097,0.984,-0.123,0.092,2.533,0.305,60.000,7989.000,1.000
-326.555,9.598,-328.697,13.022,3.027,-31.594,-3.312,1.551,-0.098,0.984,-0.124,0.153,2.594,0.214,60.000,7990.000,1.000
-328.586,5.570,-330.785,8.965,2.020,-29.323,-4.360,0.608,-0.099,0.985,-0.122,0.122,2.686,0.366,60.000,7991.000,1.000
-330.240,2.801,-332.489,6.088,1.362,-28.133,-5.030,-0.020,-0.101,0.984,-0.123,0.061,2.594,0.366,60.000,7992.000,1.000
-331.426,0.867,-333.681,3.517,1.168,-30.235,-5.198,-0.238,-0.099,0.985,-0.120,0.031,2.655,0.366,60.000,7993.000,1.000
-332.130,-0.962,-334.323,0.033,1.464,-33.108,-4.844,-0.005,-0.099,0.985,-0.124,0.153,2.594,0.305,60.000,7994.000,1.000
-332.460,-2.798,-334.550,-4.834,2.137,-33.916,-4.106,0.596,-0.098,0.986,-0.123,0.183,2.563,0.488,60.000,7995.000,1.000
-332.592,-3.944,-334.596,-10.551,3.017,-31.699,-3.172,1.409,-0.101,0.988,-0.124,0.244,2.502,0.397,60.000,7996.000,1.000
-332.794,-3.452,-334.773,-15.920,3.843,-29.151,-2.303,2.182,-0.100,0.988,-0.123,0.122,2.411,0.427,60.000,7997.000,1.000
-333.233,-1.072,-335.245,-19.654,4.456,-29.897,-1.659,2.749,-0.100,0.987,-0.125,0.122,2.380,0.427,60.000,7998.000,1.000
-333.830,2.305,-335.913,-20.990,4.922,-33.823,-1.185,3.163,-0.100,0.988,-0.124,0.031,2.441,0.427,60.000,7999.000,1.000
-334.474,5.288,-336.639,-20.057,5.337,-39.304,-0.782,3.512,-0.102,0.986,-0.125,-0.031,2.441,0.427,60.000,8000.000,1.000
-335.152,6.856,-337.369,-17.795,5.712,-43.486,-0.420,3.821,-0.103,0.986,-0.124,-0.092,2.319,0.519,60.000,8001.000,1.000
-336.062,6.685,-338.265,-15.407,5.849,-45.719,-0.277,3.926,-0.100,0.987,-0.126,-0.061,2.319,0.427,60.000,8002.000,1.000
-337.318,4.980,-339.447,-13.795,5.617,-48.175,-0.488,3.702,-0.099,0.987,-0.125,-0.092,2.289,0.427,60.000,8003.000,1.000
-338.678,2.307,-340.710,-13.191,5.241,-51.823,-0.849,3.340,-0.100,0.987,-0.123,-0.061,2.106,0.427,60.000,8004.000,1.000
-339.836,-0.681,-341.789,-13.160,5.041,-56.695,-1.072,3.122,-0.101,0.988,-0.123,-0.092,2.136,0.458,60.000,8005.000,1.000
-340.709,-3.619,-342.634,-13.052,5.131,-60.278,-1.062,3.154,-0.098,0.983,-0.120,-0.183,2.289,0.458,60.000,8006.000,1.000
-341.597,-6.345,-343.558,-12.299,5.224,-61.103,-1.100,3.176,-0.098,0.984,-0.122,-0.183,2.319,0.458,60.000,8007.000,1.000
-342.924,-8.538,-344.949,-10.384,4.891,-60.991,-1.581,2.803,-0.099,0.984,-0.124,-0.122,2.167,0.488,60.000,8008.000,1.000
-344.819,-9.673,-346.890,-6.884,3.987,-61.659,-2.602,1.920,-0.096,0.982,-0.124,-0.031,2.228,0.519,60.000,8009.000,1.000
