EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
225080.631,-1583.948,224921.487,-733.604,-133.641,4007.526,3071.899,2972.557,-0.115,0.982,-0.132,0.183,1.251,-0.702,60.000,1714.000,1.000
224859.625,-1593.194,224698.315,-741.621,-135.198,3947.606,3065.708,2970.543,-0.114,0.982,-0.131,0.275,1.251,-0.641,60.000,1715.000,1.000
224637.184,-1602.898,224473.758,-748.853,-136.999,3887.741,3059.398,2968.363,-0.115,0.982,-0.126,0.214,1.099,-0.580,60.000,1716.000,1.000
224413.358,-1613.284,224247.803,-755.460,-139.036,3826.226,3052.869,2966.017,-0.114,0.982,-0.128,0.244,1.190,-0.549,60.000,1717.000,1.000
224188.320,-1624.616,224020.581,-761.793,-141.147,3762.635,3046.165,2963.609,-0.112,0.982,-0.128,0.183,1.068,-0.519,60.000,1718.000,1.000
223962.067,-1636.697,223792.101,-768.169,-143.316,3696.703,3039.270,2961.098,-0.111,0.980,-0.128,0.153,1.160,-0.488,60.000,1719.000,1.000
223734.494,-1648.544,223562.304,-774.623,-145.612,3630.067,3032.162,2958.388,-0.112,0.981,-0.131,0.153,1.129,-0.458,60.000,1720.000,1.000
223505.536,-1658.621,223331.162,-780.729,-148.067,3566.422,3024.881,2955.449,-0.112,0.983,-0.135,0.183,1.129,-0.305,60.000,1721.000,1.000
223275.134,-1665.747,223098.612,-785.932,-150.743,3505.715,3017.411,2952.240,-0.111,0.984,-0.133,0.214,1.221,-0.336,60.000,1722.000,1.000
223043.348,-1670.138,222864.674,-790.374,-153.602,3444.878,3009.797,2948.820,-0.111,0.985,-0.131,0.214,1.251,-0.244,60.000,1723.000,1.000
222810.355,-1673.407,222629.473,-795.021,-156.493,3379.607,3002.168,2945.345,-0.110,0.983,-0.128,0.275,1.251,-0.214,60.000,1724.000,1.000
222576.476,-1677.688,222393.304,-801.060,-159.124,3311.082,2994.788,2942.113,-0.110,0.984,-0.129,0.427,1.373,-0.183,60.000,1725.000,1.000
222341.878,-1684.657,222156.359,-809.274,-161.337,3246.152,2987.795,2939.297,-0.111,0.983,-0.129,0.336,1.343,-0.183,60.000,1726.000,1.000
222106.262,-1694.903,221918.393,-819.631,-163.419,3187.050,2980.895,2936.625,-0.110,0.981,-0.129,0.305,1.465,-0.061,60.000,1727.000,1.000
221869.151,-1707.776,221678.976,-831.133,-165.831,3129.487,2973.627,2933.641,-0.108,0.982,-0.131,0.244,1.556,0.000,60.000,1728.000,1.000
221630.277,-1721.768,221437.865,-842.217,-168.839,3066.341,2965.733,2930.073,-0.108,0.982,-0.128,0.214,1.617,0.092,60.000,1729.000,1.000
221389.966,-1735.314,221195.384,-851.587,-172.129,2998.100,2957.536,2926.225,-0.110,0.984,-0.125,0.336,1.648,0.092,60.000,1730.000,1.000
221148.832,-1747.236,220952.122,-858.650,-175.101,2933.674,2949.641,2922.670,-0.109,0.986,-0.130,0.305,1.801,0.092,60.000,1731.000,1.000
220907.074,-1756.828,220708.234,-863.716,-177.570,2877.251,2942.243,2919.559,-0.108,0.985,-0.132,0.336,1.801,0.244,60.000,1732.000,1.000
220664.411,-1764.110,220463.416,-868.035,-179.804,2824.462,2935.083,2916.611,-0.107,0.982,-0.130,0.366,1.923,0.366,60.000,1733.000,1.000
220420.421,-1769.806,220217.249,-873.034,-182.195,2766.527,2927.766,2913.439,-0.108,0.982,-0.129,0.244,2.106,0.397,60.000,1734.000,1.000
220175.064,-1774.978,219969.709,-879.446,-184.779,2701.919,2920.254,2910.026,-0.108,0.982,-0.130,0.305,2.197,0.427,60.000,1735.000,1.000
219928.631,-1780.575,219721.102,-887.141,-187.303,2638.426,2912.799,2906.647,-0.108,0.984,-0.132,0.336,2.197,0.488,60.000,1736.000,1.000
219681.306,-1787.249,219471.635,-895.483,-189.633,2581.639,2905.543,2903.453,-0.109,0.982,-0.130,0.366,2.258,0.366,60.000,1737.000,1.000
219433.157,-1795.369,219221.402,-903.796,-191.722,2531.532,2898.527,2900.506,-0.107,0.982,-0.131,0.305,2.289,0.397,60.000,1738.000,1.000
219184.103,-1804.906,218970.327,-911.635,-193.626,2482.559,2891.669,2897.754,-0.108,0.980,-0.129,0.305,2.380,0.458,60.000,1739.000,1.000
218933.996,-1815.504,218718.243,-919.039,-195.450,2429.983,2884.837,2895.099,-0.109,0.982,-0.131,0.336,2.411,0.580,60.000,1740.000,1.000
218682.653,-1826.735,218464.935,-926.452,-197.353,2373.749,2877.870,2892.387,-0.109,0.982,-0.132,0.275,2.716,0.549,60.000,1741.000,1.000
218429.962,-1838.248,218210.261,-934.216,-199.456,2316.536,2870.669,2889.483,-0.110,0.982,-0.131,0.214,2.838,0.488,60.000,1742.000,1.000
218176.214,-1849.539,217954.494,-942.000,-201.501,2267.377,2863.528,2886.614,-0.108,0.983,-0.127,0.244,2.716,0.580,60.000,1743.000,1.000
217921.690,-1859.631,217697.917,-948.720,-203.234,2233.220,2856.719,2883.987,-0.107,0.983,-0.133,0.183,2.716,0.641,60.000,1744.000,1.000
217666.160,-1867.585,217440.295,-953.427,-204.910,2207.349,2849.979,2881.316,-0.107,0.984,-0.132,0.244,2.899,0.702,60.000,1745.000,1.000
217409.034,-1873.239,217181.031,-956.191,-207.139,2172.197,2842.678,2878.009,-0.107,0.985,-0.128,0.244,2.899,0.732,60.000,1746.000,1.000
217150.078,-1877.316,216919.891,-958.070,-210.174,2115.801,2834.556,2873.872,-0.107,0.984,-0.129,0.092,3.052,0.610,60.000,1747.000,1.000
216889.847,-1881.011,216657.457,-960.499,-213.433,2047.272,2826.191,2869.517,-0.105,0.986,-0.130,0.061,2.991,0.671,60.000,1748.000,1.000
216628.942,-1885.410,216394.365,-964.607,-216.256,1983.383,2818.238,2865.598,-0.105,0.984,-0.126,0.031,2.991,0.702,60.000,1749.000,1.000
216367.329,-1891.241,216130.599,-970.896,-218.645,1927.697,2810.698,2862.107,-0.106,0.987,-0.130,-0.153,3.082,0.824,60.000,1750.000,1.000
216104.508,-1898.885,215865.667,-979.341,-221.126,1869.081,2803.056,2858.509,-0.109,0.987,-0.133,-0.214,3.113,0.824,60.000,1751.000,1.000
215840.070,-1908.328,215599.182,-989.508,-224.162,1795.700,2794.869,2854.330,-0.109,0.987,-0.132,-0.183,3.235,0.885,60.000,1752.000,1.000
215574.092,-1919.120,215331.238,-1000.511,-227.718,1709.275,2786.196,2849.606,-0.110,0.986,-0.134,-0.122,3.296,0.793,60.000,1753.000,1.000
215306.941,-1930.455,215062.174,-1011.085,-231.448,1619.967,2777.396,2844.703,-0.110,0.986,-0.131,-0.153,3.326,0.854,60.000,1754.000,1.000
215039.123,-1941.511,214792.421,-1020.158,-234.835,1538.349,2768.962,2840.156,-0.108,0.986,-0.132,-0.153,3.326,0.885,60.000,1755.000,1.000
214771.018,-1951.672,214522.291,-1027.283,-237.455,1470.937,2761.262,2836.365,-0.109,0.984,-0.130,-0.183,3.204,0.854,60.000,1756.000,1.000
214502.541,-1960.533,214251.686,-1032.627,-239.347,1416.220,2754.205,2833.249,-0.109,0.983,-0.131,-0.275,3.204,0.854,60.000,1757.000,1.000
214233.311,-1967.931,213980.265,-1036.865,-240.883,1369.238,2747.398,2830.437,-0.108,0.982,-0.132,-0.275,3.235,0.885,60.000,1758.000,1.000
213962.855,-1973.994,213707.620,-1040.926,-242.567,1323.253,2740.340,2827.465,-0.108,0.983,-0.130,-0.336,3.082,0.885,60.000,1759.000,1.000
213690.932,-1979.296,213433.586,-1045.696,-244.673,1273.622,2732.795,2824.107,-0.109,0.983,-0.129,-0.458,3.113,0.763,60.000,1760.000,1.000
213417.620,-1984.801,213158.289,-1051.657,-247.125,1220.389,2724.890,2820.440,-0.108,0.983,-0.129,-0.366,3.143,0.763,60.000,1761.000,1.000
213143.101,-1991.444,212881.906,-1058.694,-249.738,1164.733,2716.865,2816.614,-0.110,0.982,-0.127,-0.336,3.052,0.702,60.000,1762.000,1.000
212867.612,-1999.707,212604.628,-1066.332,-252.287,1110.056,2708.975,2812.816,-0.111,0.981,-0.130,-0.305,3.021,0.671,60.000,1763.000,1.000
212591.201,-2009.309,212326.443,-1074.019,-254.762,1058.141,2701.247,2809.050,-0.110,0.979,-0.129,-0.275,3.021,0.641,60.000,1764.000,1.000
212313.779,-2019.273,212047.197,-1081.387,-257.303,1007.716,2693.525,2805.193,-0.111,0.980,-0.130,-0.275,3.021,0.641,60.000,1765.000,1.000
212035.337,-2028.182,211766.847,-1088.317,-259.954,956.701,2685.719,2801.215,-0.111,0.980,-0.130,-0.214,2.991,0.702,60.000,1766.000,1.000
211755.977,-2034.735,211485.508,-1094.834,-262.592,903.038,2677.885,2797.233,-0.112,0.980,-0.130,-0.153,2.869,0.793,60.000,1767.000,1.000
211475.871,-2038.687,211203.403,-1101.160,-264.954,848.994,2670.234,2793.492,-0.111,0.981,-0.132,-0.061,2.869,0.702,60.000,1768.000,1.000
211194.982,-2041.246,210920.566,-1107.548,-266.977,796.779,2662.824,2790.045,-0.109,0.982,-0.131,-0.031,2.899,0.702,60.000,1769.000,1.000
210913.150,-2044.434,210636.879,-1113.984,-268.775,745.435,2655.576,2786.783,-0.110,0.982,-0.131,0.153,2.716,0.702,60.000,1770.000,1.000
210630.285,-2049.843,210352.220,-1120.029,-270.492,692.525,2648.391,2783.587,-0.110,0.982,-0.132,0.061,2.625,0.702,60.000,1771.000,1.000
210346.338,-2057.857,210066.454,-1125.005,-272.293,635.212,2641.137,2780.318,-0.111,0.983,-0.130,0.061,2.441,0.641,60.000,1772.000,1.000
210061.365,-2067.863,209779.559,-1128.624,-274.238,575.070,2633.764,2776.914,-0.111,0.984,-0.133,0.092,2.411,0.641,60.000,1773.000,1.000
209775.335,-2078.779,209491.497,-1131.449,-276.409,514.719,2626.198,2773.263,-0.110,0.984,-0.130,0.122,2.258,0.671,60.000,1774.000,1.000
209488.126,-2089.511,209202.224,-1134.704,-278.886,455.404,2618.359,2769.259,-0.111,0.984,-0.134,0.183,2.228,0.610,60.000,1775.000,1.000
209199.629,-2099.215,208911.735,-1139.525,-281.690,397.819,2610.213,2764.882,-0.110,0.982,-0.128,0.122,2.136,0.641,60.000,1776.000,1.000
208909.876,-2107.428,208620.115,-1146.331,-284.725,341.291,2601.818,2760.239,-0.110,0.980,-0.130,0.275,2.075,0.580,60.000,1777.000,1.000
208619.226,-2114.203,208327.694,-1154.785,-287.635,287.578,2593.495,2755.701,-0.109,0.979,-0.129,0.366,2.014,0.519,60.000,1778.000,1.000
208327.979,-2120.049,208034.710,-1163.965,-290.156,237.378,2585.495,2751.536,-0.107,0.978,-0.129,0.458,1.862,0.397,60.000,1779.000,1.000
208036.166,-2125.817,207741.141,-1172.800,-292.273,188.159,2577.835,2747.736,-0.106,0.979,-0.127,0.519,1.862,0.336,60.000,1780.000,1.000
207743.675,-2132.438,207446.838,-1180.644,-294.106,136.488,2570.427,2744.168,-0.105,0.981,-0.128,0.610,1.984,0.397,60.000,1781.000,1.000
207450.315,-2140.486,207151.604,-1187.548,-295.852,79.145,2563.118,2740.664,-0.103,0.984,-0.132,0.610,2.045,0.244,60.000,1782.000,1.000
207155.968,-2149.907,206855.353,-1194.095,-297.642,17.687,2555.806,2737.149,-0.105,0.984,-0.130,0.458,2.045,0.305,60.000,1783.000,1.000
206860.505,-2159.956,206557.983,-1200.907,-299.619,-44.765,2548.336,2733.512,-0.106,0.985,-0.130,0.519,2.075,0.305,60.000,1784.000,1.000
206563.906,-2169.563,206259.459,-1208.238,-301.830,-105.748,2540.640,2729.697,-0.107,0.984,-0.131,0.458,1.953,0.305,60.000,1785.000,1.000
206266.339,-2177.805,205959.926,-1215.698,-304.138,-163.225,2532.846,2725.803,-0.106,0.981,-0.131,0.519,2.014,0.336,60.000,1786.000,1.000
205968.019,-2184.165,205659.595,-1222.305,-306.334,-218.021,2525.165,2721.992,-0.108,0.980,-0.132,0.580,2.075,0.336,60.000,1787.000,1.000
205669.136,-2188.789,205358.684,-1227.151,-308.194,-270.895,2517.813,2718.454,-0.110,0.980,-0.131,0.610,2.045,0.305,60.000,1788.000,1.000
205369.523,-2192.641,205057.066,-1230.269,-309.830,-323.903,2510.668,2715.054,-0.107,0.980,-0.133,0.702,2.075,0.244,60.000,1789.000,1.000
205068.680,-2197.333,204754.287,-1232.997,-311.701,-379.003,2503.276,2711.331,-0.109,0.981,-0.132,0.793,2.014,0.244,60.000,1790.000,1.000
204766.165,-2204.220,204449.935,-1237.008,-314.243,-435.407,2495.209,2706.876,-0.111,0.983,-0.130,0.824,1.892,0.214,60.000,1791.000,1.000
204462.031,-2213.127,204144.070,-1242.629,-317.407,-491.833,2486.486,2701.769,-0.111,0.984,-0.131,0.885,1.862,0.214,60.000,1792.000,1.000
204157.041,-2222.177,203837.428,-1248.375,-320.451,-544.466,2477.816,2696.770,-0.112,0.985,-0.131,0.885,1.862,0.092,60.000,1793.000,1.000
203851.939,-2229.259,203530.695,-1252.281,-322.684,-591.081,2469.896,2692.569,-0.114,0.987,-0.131,0.885,1.831,0.061,60.000,1794.000,1.000
203546.879,-2233.746,203223.964,-1253.607,-324.009,-633.523,2462.877,2689.265,-0.114,0.988,-0.132,0.885,1.770,-0.061,60.000,1795.000,1.000
203241.493,-2236.726,202916.825,-1253.240,-324.823,-675.627,2456.417,2686.477,-0.113,0.989,-0.132,0.885,1.587,-0.183,60.000,1796.000,1.000
202935.102,-2240.123,202608.582,-1252.963,-325.804,-722.880,2449.845,2683.546,-0.114,0.988,-0.133,0.793,1.343,-0.275,60.000,1797.000,1.000
202627.135,-2245.654,202298.698,-1254.509,-327.511,-777.530,2442.569,2679.925,-0.116,0.987,-0.131,0.732,1.129,-0.366,60.000,1798.000,1.000
202317.460,-2253.722,201987.116,-1258.567,-330.067,-838.787,2434.428,2675.487,-0.115,0.987,-0.133,0.702,1.160,-0.488,60.000,1799.000,1.000
202006.585,-2263.054,201674.424,-1264.418,-332.936,-902.265,2425.933,2670.743,-0.114,0.985,-0.130,0.549,1.038,-0.549,60.000,1800.000,1.000
201695.233,-2271.634,201361.375,-1270.701,-335.359,-961.202,2417.838,2666.413,-0.114,0.984,-0.131,0.458,0.763,-0.397,60.000,1801.000,1.000
201383.614,-2278.211,201048.127,-1276.709,-337.102,-1013.746,2410.374,2662.688,-0.112,0.984,-0.129,0.549,0.763,-0.458,60.000,1802.000,1.000
201071.449,-2283.061,200734.298,-1282.860,-338.452,-1061.929,2403.259,2659.257,-0.111,0.984,-0.131,0.580,0.702,-0.397,60.000,1803.000,1.000
200758.316,-2287.220,200419.386,-1289.740,-339.878,-1109.966,2396.059,2655.670,-0.111,0.984,-0.131,0.488,0.671,-0.366,60.000,1804.000,1.000
200444.071,-2291.442,200103.242,-1297.222,-341.596,-1160.192,2388.610,2651.777,-0.108,0.985,-0.130,0.366,0.732,-0.275,60.000,1805.000,1.000
200128.819,-2296.078,199786.038,-1304.628,-343.542,-1211.333,2380.989,2647.710,-0.107,0.983,-0.132,0.427,0.702,-0.153,60.000,1806.000,1.000
199812.552,-2301.489,199467.854,-1311.472,-345.713,-1263.805,2373.166,2643.498,-0.108,0.985,-0.133,0.366,0.854,-0.031,60.000,1807.000,1.000
199495.191,-2308.084,199148.662,-1317.906,-348.153,-1318.629,2365.068,2639.067,-0.109,0.983,-0.132,0.336,0.824,0.031,60.000,1808.000,1.000
199176.685,-2315.651,198828.419,-1324.234,-350.880,-1376.971,2356.664,2634.325,-0.108,0.983,-0.134,0.336,0.824,0.122,60.000,1809.000,1.000
198857.305,-2323.042,198507.355,-1330.289,-353.616,-1436.884,2348.213,2629.478,-0.108,0.983,-0.131,0.275,0.885,0.275,60.000,1810.000,1.000
198537.547,-2328.897,198185.918,-1335.558,-355.865,-1492.743,2340.200,2625.001,-0.106,0.982,-0.130,0.214,1.129,0.214,60.000,1811.000,1.000
198217.569,-2332.862,197864.253,-1339.890,-357.476,-1542.663,2332.790,2621.100,-0.105,0.981,-0.131,0.244,1.038,0.214,60.000,1812.000,1.000
197897.127,-2335.969,197542.123,-1343.808,-358.710,-1587.995,2325.753,2617.600,-0.106,0.983,-0.132,0.244,1.038,0.183,60.000,1813.000,1.000
197575.790,-2339.634,197219.093,-1347.886,-360.006,-1632.293,2318.653,2614.084,-0.106,0.982,-0.133,0.183,1.129,0.275,60.000,1814.000,1.000
197253.297,-2344.666,196894.887,-1352.241,-361.622,-1678.510,2311.204,2610.239,-0.104,0.981,-0.133,0.214,1.190,0.153,60.000,1815.000,1.000
196929.633,-2351.098,196569.500,-1356.662,-363.583,-1727.115,2303.374,2605.976,-0.105,0.982,-0.132,0.153,1.282,0.214,60.000,1816.000,1.000
196604.840,-2358.506,196243.000,-1360.981,-365.871,-1779.614,2295.217,2601.302,-0.107,0.981,-0.132,0.122,1.434,0.183,60.000,1817.000,1.000
196279.086,-2366.412,195915.573,-1365.266,-368.333,-1836.243,2286.924,2596.414,-0.106,0.984,-0.133,0.183,1.465,0.183,60.000,1818.000,1.000
195952.563,-2374.363,195587.390,-1369.617,-370.765,-1896.214,2278.693,2591.588,-0.106,0.983,-0.129,0.153,1.556,0.092,60.000,1819.000,1.000
195625.468,-2381.902,195258.608,-1373.928,-372.935,-1956.359,2270.702,2587.104,-0.106,0.984,-0.130,0.031,1.740,0.061,60.000,1820.000,1.000
195297.921,-2388.555,194929.345,-1377.881,-374.689,-2011.400,2263.057,2583.116,-0.107,0.985,-0.132,0.031,1.831,0.092,60.000,1821.000,1.000
194969.829,-2393.958,194599.547,-1381.200,-376.135,-2060.883,2255.676,2579.469,-0.109,0.985,-0.135,-0.031,1.923,0.000,60.000,1822.000,1.000
194641.048,-2398.188,194269.108,-1384.031,-377.469,-2108.168,2248.433,2575.909,-0.108,0.981,-0.133,-0.153,1.923,-0.061,60.000,1823.000,1.000
194311.399,-2401.886,193937.837,-1387.067,-378.935,-2158.016,2241.121,2572.150,-0.108,0.980,-0.132,-0.183,2.014,-0.061,60.000,1824.000,1.000
193980.813,-2406.044,193605.630,-1391.329,-380.630,-2211.260,2233.609,2568.078,-0.107,0.983,-0.133,-0.153,2.106,-0.122,60.000,1825.000,1.000
193649.363,-2411.421,193272.545,-1397.442,-382.454,-2263.371,2225.942,2563.793,-0.106,0.984,-0.134,-0.244,2.075,-0.122,60.000,1826.000,1.000
193317.015,-2418.058,192938.572,-1405.015,-384.372,-2312.625,2218.127,2559.349,-0.107,0.983,-0.135,-0.214,2.197,-0.061,60.000,1827.000,1.000
192983.706,-2425.374,192603.674,-1412.967,-386.390,-2361.008,2210.171,2554.778,-0.109,0.983,-0.131,-0.244,2.258,-0.031,60.000,1828.000,1.000
192649.427,-2432.498,192267.844,-1420.179,-388.521,-2412.428,2202.099,2550.122,-0.110,0.982,-0.130,-0.214,2.350,0.092,60.000,1829.000,1.000
192314.397,-2438.828,191931.287,-1426.016,-390.607,-2466.811,2194.102,2545.582,-0.112,0.983,-0.131,-0.244,2.411,0.092,60.000,1830.000,1.000
191978.899,-2444.464,191594.265,-1430.637,-392.437,-2518.559,2186.395,2541.355,-0.110,0.984,-0.133,-0.061,2.472,0.153,60.000,1831.000,1.000
191642.848,-2449.947,191256.669,-1434.752,-394.128,-2565.730,2178.831,2537.249,-0.111,0.983,-0.130,-0.183,2.441,0.153,60.000,1832.000,1.000
191305.947,-2455.704,190918.192,-1439.106,-395.935,-2611.243,2171.100,2532.926,-0.110,0.984,-0.129,-0.061,2.472,0.214,60.000,1833.000,1.000
190968.013,-2461.823,190578.663,-1444.194,-397.968,-2660.176,2163.048,2528.245,-0.110,0.984,-0.134,-0.031,2.472,0.244,60.000,1834.000,1.000
190629.249,-2468.232,190238.298,-1450.190,-400.001,-2713.142,2154.912,2523.474,-0.113,0.983,-0.130,-0.122,2.472,0.244,60.000,1835.000,1.000
190290.055,-2474.793,189897.496,-1456.689,-401.694,-2764.565,2147.111,2519.049,-0.113,0.983,-0.128,-0.092,2.441,0.244,60.000,1836.000,1.000
189950.557,-2481.409,189556.378,-1462.826,-403.022,-2811.735,2139.765,2515.083,-0.112,0.983,-0.129,-0.122,2.472,0.366,60.000,1837.000,1.000
189610.566,-2488.233,189214.762,-1467.997,-404.239,-2856.366,2132.649,2511.342,-0.112,0.982,-0.132,0.000,2.533,0.427,60.000,1838.000,1.000
189269.637,-2495.430,188872.210,-1472.224,-405.770,-2903.228,2125.277,2507.337,-0.111,0.982,-0.131,0.031,2.502,0.488,60.000,1839.000,1.000
188927.460,-2502.807,188528.418,-1475.992,-407.844,-2954.327,2117.332,2502.745,-0.109,0.984,-0.136,0.000,2.380,0.641,60.000,1840.000,1.000
188584.129,-2509.766,188183.490,-1479.892,-410.286,-3005.933,2108.946,2497.693,-0.110,0.981,-0.132,-0.031,2.441,0.580,60.000,1841.000,1.000
188239.902,-2515.688,187837.708,-1484.337,-412.800,-3055.605,2100.431,2492.483,-0.107,0.981,-0.130,0.031,2.472,0.549,60.000,1842.000,1.000
187895.073,-2520.518,187491.368,-1489.597,-415.113,-3102.910,2092.096,2487.418,-0.109,0.982,-0.129,0.092,2.472,0.641,60.000,1843.000,1.000
187549.740,-2524.837,187144.557,-1495.733,-417.177,-3149.661,2084.011,2482.573,-0.107,0.983,-0.129,0.122,2.472,0.580,60.000,1844.000,1.000
187203.835,-2529.528,186797.184,-1502.472,-419.106,-3197.239,2076.054,2477.864,-0.107,0.984,-0.128,0.122,2.411,0.610,60.000,1845.000,1.000
186857.236,-2535.230,186449.112,-1509.275,-421.032,-3244.457,2068.076,2473.175,-0.106,0.983,-0.128,0.244,2.441,0.580,60.000,1846.000,1.000
186509.826,-2541.824,186100.207,-1515.592,-423.064,-3291.448,2059.961,2468.399,-0.107,0.984,-0.132,0.183,2.380,0.671,60.000,1847.000,1.000
186161.733,-2548.641,185750.581,-1521.156,-425.075,-3337.281,2051.858,2463.661,-0.108,0.986,-0.129,0.092,2.411,0.671,60.000,1848.000,1.000
185813.106,-2555.128,185400.393,-1526.089,-426.935,-3381.581,2043.948,2459.087,-0.109,0.985,-0.130,0.092,2.502,0.610,60.000,1849.000,1.000
185463.923,-2561.320,185049.676,-1530.913,-428.684,-3425.757,2036.243,2454.643,-0.110,0.984,-0.132,0.122,2.533,0.610,60.000,1850.000,1.000
185114.030,-2567.603,184698.335,-1536.261,-430.461,-3471.354,2028.602,2450.175,-0.109,0.983,-0.128,0.031,2.625,0.549,60.000,1851.000,1.000
184763.233,-2574.111,184346.167,-1542.365,-432.424,-3520.364,2020.788,2445.484,-0.108,0.986,-0.130,0.061,2.686,0.610,60.000,1852.000,1.000
184411.603,-2580.552,183993.168,-1548.859,-434.495,-3569.873,2012.784,2440.614,-0.106,0.986,-0.127,0.031,2.716,0.610,60.000,1853.000,1.000
184059.324,-2586.488,183639.450,-1554.980,-436.530,-3615.435,2004.700,2435.710,-0.105,0.986,-0.131,-0.122,2.686,0.519,60.000,1854.000,1.000
183706.469,-2591.784,183285.080,-1560.073,-438.513,-3657.355,1996.597,2430.825,-0.107,0.987,-0.131,-0.153,2.716,0.549,60.000,1855.000,1.000
183353.040,-2596.499,182930.112,-1563.821,-440.449,-3700.149,1988.520,2425.981,-0.107,0.987,-0.133,-0.153,2.716,0.519,60.000,1856.000,1.000
182999.101,-2600.498,182574.664,-1566.155,-442.231,-3749.408,1980.579,2421.278,-0.107,0.986,-0.133,-0.153,2.808,0.549,60.000,1857.000,1.000
182644.845,-2603.801,182218.959,-1567.477,-443.620,-3804.905,1972.987,2416.935,-0.108,0.984,-0.133,-0.122,2.808,0.488,60.000,1858.000,1.000
182290.198,-2607.025,181862.923,-1568.867,-444.682,-3863.120,1965.674,2412.893,-0.108,0.982,-0.130,-0.214,2.686,0.427,60.000,1859.000,1.000
181934.810,-2611.112,181506.182,-1571.762,-445.781,-3920.230,1958.305,2408.810,-0.106,0.980,-0.132,-0.183,2.747,0.488,60.000,1860.000,1.000
181578.406,-2616.618,181148.420,-1577.007,-447.218,-3972.548,1950.619,2404.396,-0.106,0.979,-0.132,-0.214,2.777,0.488,60.000,1861.000,1.000
181220.919,-2623.272,180789.557,-1584.129,-449.085,-4020.409,1942.548,2399.546,-0.106,0.978,-0.131,-0.122,2.838,0.488,60.000,1862.000,1.000
180862.618,-2630.103,180429.863,-1591.636,-451.141,-4064.649,1934.340,2394.503,-0.104,0.979,-0.128,-0.061,2.808,0.580,60.000,1863.000,1.000
180503.840,-2635.846,180069.676,-1597.889,-453.073,-4106.348,1926.318,2389.609,-0.104,0.982,-0.130,-0.214,2.899,0.610,60.000,1864.000,1.000
180144.794,-2639.752,179709.200,-1602.071,-454.688,-4147.275,1918.680,2385.081,-0.103,0.982,-0.129,-0.183,2.869,0.732,60.000,1865.000,1.000
179785.467,-2642.134,179348.418,-1604.658,-455.999,-4188.726,1911.395,2380.897,-0.104,0.982,-0.129,-0.061,2.991,0.824,60.000,1866.000,1.000
179425.594,-2643.968,178987.061,-1606.935,-457.267,-4232.697,1904.149,2376.762,-0.107,0.983,-0.128,-0.061,2.930,0.793,60.000,1867.000,1.000
179064.995,-2646.169,178624.963,-1610.048,-458.650,-4276.985,1896.729,2372.482,-0.110,0.981,-0.128,0.000,2.960,0.854,60.000,1868.000,1.000
178703.565,-2649.164,178262.060,-1614.273,-460.207,-4318.070,1889.055,2367.966,-0.111,0.984,-0.129,0.092,2.960,0.732,60.000,1869.000,1.000
178341.165,-2652.960,177898.246,-1619.153,-462.025,-4356.822,1881.037,2363.097,-0.111,0.984,-0.127,0.031,2.838,0.610,60.000,1870.000,1.000
177977.698,-2657.395,177533.419,-1624.170,-464.196,-4398.018,1872.601,2357.768,-0.113,0.982,-0.127,0.153,2.686,0.458,60.000,1871.000,1.000
177613.254,-2662.271,177167.626,-1629.131,-466.683,-4447.519,1863.830,2352.041,-0.112,0.981,-0.129,0.122,2.533,0.397,60.000,1872.000,1.000
177248.313,-2667.412,176801.324,-1634.091,-469.075,-4504.865,1855.190,2346.401,-0.113,0.980,-0.127,0.061,2.411,0.183,60.000,1873.000,1.000
176883.411,-2672.572,176435.074,-1638.967,-470.870,-4565.085,1847.205,2341.427,-0.110,0.980,-0.131,0.183,2.441,0.092,60.000,1874.000,1.000
176518.817,-2677.443,176069.168,-1643.314,-471.796,-4622.364,1840.119,2337.408,-0.110,0.981,-0.131,0.336,2.258,0.031,60.000,1875.000,1.000
176154.346,-2681.819,175703.393,-1646.523,-472.011,-4671.749,1833.722,2334.120,-0.108,0.982,-0.133,0.244,2.228,0.000,60.000,1876.000,1.000
175789.354,-2685.798,175337.052,-1648.454,-472.147,-4714.012,1827.356,2330.848,-0.107,0.984,-0.131,0.214,2.228,-0.031,60.000,1877.000,1.000
175423.259,-2689.824,174969.565,-1649.887,-472.781,-4752.415,1820.453,2326.989,-0.105,0.983,-0.132,0.183,2.258,-0.061,60.000,1878.000,1.000
175055.896,-2694.200,174600.822,-1651.817,-474.082,-4790.984,1812.864,2322.413,-0.104,0.984,-0.131,0.244,2.228,0.000,60.000,1879.000,1.000
174687.593,-2698.780,174231.202,-1654.581,-475.714,-4832.155,1804.911,2317.496,-0.103,0.985,-0.130,0.275,2.380,0.122,60.000,1880.000,1.000
174318.805,-2703.411,173861.171,-1658.018,-477.216,-4874.714,1797.044,2312.705,-0.106,0.984,-0.134,0.244,2.350,0.183,60.000,1881.000,1.000
173949.590,-2708.597,173490.759,-1662.247,-478.555,-4918.331,1789.329,2308.082,-0.106,0.985,-0.130,0.153,2.289,0.397,60.000,1882.000,1.000
173579.793,-2715.345,173119.779,-1667.801,-479.914,-4962.193,1781.634,2303.449,-0.105,0.985,-0.129,0.244,2.258,0.427,60.000,1883.000,1.000
